polarity,tweet,dates
-0.5,RT tcsna Securing the Industrial Internet of Things IIoT is difficult for security practitioners Learn how to overcome these challeng,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.0,TCS Please check services,05-03-2021
-0.4,Think of TCS Infosys and Marico Grownups can share some eternal lessons Discover this secret sauce Todays,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.08541666666666665,How TCS management play dirty politics with their hard worker employee if this video is true then really shame f,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.09911616161616163,RT forbesindia Hard reset is the new corporate buzz word But what exactly do you need to reset to become more digital savvy TCS MD amp,05-03-2021
0.09911616161616163,Hard reset is the new corporate buzz word But what exactly do you need to reset to become more digital savvy,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.3,RT TCSEurope Artificial intelligence will play an integral role in the future of work so how will humans work in harmony alongside it,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.45,most engaging tweet from TCS for the week 411 retweets and likes tech dontmissthetweet tweetalerts,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT tcsna Securing the Industrial Internet of Things IIoT is difficult for security practitioners Learn how to overcome these challeng,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
-0.5,RT tcsna Securing the Industrial Internet of Things IIoT is difficult for security practitioners Learn how to overcome these challeng,05-03-2021
0.0,1 of 2 Congratulations Accenture TCS Cognizant Wipro HCLTech Capgemini Infosys IBM,05-03-2021
0.0,RT TCSUKI Discover the key considerations to enable process improvement as part of digital transformation as Brian Smith of TCS spoke,05-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,05-03-2021
0.06666666666666668,we really feel pride in working for Tatas but TCS criteria to chose only candidate who have a regular degree break,05-03-2021
0.0,however I did my graduation from Delhi University School of Open Learning however TCS have a bias criteria only t,05-03-2021
0.0,RNTata2000 Sir TCS have a bias criteria TCS only recruit employee who have degree from regular collage I want to,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.0,RNTata2000 TCS Why ex tcers are not allowed to join back,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.0,RT TCS TCS santhasubramoni on how cognitive automation helps in healthcare and lifesciences,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
1.0,RT TCS Our CIO AbhijitMazumder is going to be at the 10th Annual IDC IDG CIO Summit 2021 Join the discussion as he shares some best,05-03-2021
0.0,RT TCS Siva Ganesan Global Head Microsoft Business Unit TCS amp Takuya Hirano VP Global Alliances amp Systems Integrators Partners Mic,05-03-2021
-0.5,Securing the Industrial Internet of Things IIoT is difficult for security practitioners Learn how to overcome th,05-03-2021
0.0,EverestGroup Accenture Cognizant Capgemini Deloitte hcltech Infosys TCS Wipro Cognizant before Capgemini Alphabetic order,05-03-2021
0.0,Congratulations Accenture Cognizant Capgemini Deloitte HCLTech Infosys TCS and Wipro for being posit,05-03-2021
0.0,Congratulations Accenture Cognizant Capgemini Deloitte hcltech Infosys TCS and Wipro for being posit,05-03-2021
0.0,RT safeerlone2 MoPNGeSeva HPCL Cyberdost MumbaiPolice PMOIndia ndtv DCPCCCDelhi Cyberpolicekmr FinMinIndia AmitShah narendr,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.16666666666666666,advanilparab shekharchanne AUThackeray Plight of Kopargaon Bus Service The phone is half of the times delibera,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
0.0,Hello RNTata2000 thatha i want TATA Tea distributorship in my District i sent text messages and call to Tata cus,05-03-2021
0.25,For the first time ever the mobile communications industry is prioritizing the enterprise market In this report w,05-03-2021
-0.52,TCS DGNTA DrRPNishank Some of the NTA centers are located at very poor places which are in industrial areas,05-03-2021
0.5,As AI becomes more prevalent in our workplaces how will humans adapt to the changes and form prosperous partnershi,05-03-2021
-0.3,Artificial intelligence will play an integral role in the future of work so how will humans work in harmony alongs,05-03-2021
0.0,Milind Lakkad TCS winner of the Corporate Citizen Award speaks about TCSs upcoming initiatives regarding educat,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.75,Rajpati92 TCS TCSNews Yes even I got the mail from this person on march 12 please do tell me it is real or fake,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
0.0,RT BiIndia Tata Consultancy Services TCS CFO V Ramakrishnan explains how the role of a finance head has been changed by the pandem,05-03-2021
0.0,RT TCSResearch Congratulations to this years Winner and Honorable Mention recipient for the Indiaacm ACM India Doctoral Dissertation Aw,05-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.0,RT ResilienceFirst Last places remaining to our webinar on Decarbonisation in manufacturing where well be exploring the role tech dis,05-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,05-03-2021
0.0,RNTata2000 TCS NCHANDRASEKARAN rgnair1974 Please check this You people are there in t,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.5,Highlighting TCS Pace Port Arnout Buschenhenke of ABNAMRO explores the innovative mindset working with TCS has,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.0,A clip from our RampD and Innovation sessionsInnovation for uncertainty moderated by Sunil Menon Network and Pr,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.0,MahaDGIPR AjitPawarSpeaks CPCBOFFICIAL MoJSDoWRRDGR tatatrusts TataPower TCS MahaEnvCC livemint,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.0,TypoSM I AM HERE TCS he needs n deserves job matching his skillsm,05-03-2021
0.0,TCS RNTata2000 U MK DIFFRCE IN PPLS LIVES I SM HERE AGAIN2 CHNGE UR CANDIDATE SELECTION PROCESS 1 How can a c,05-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
0.0,PwC You reason of isro for sales FinMinIndia ECISVEEP nasscom close all MS DAX ERP SamsungIndia,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,05-03-2021
-0.5,Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia,05-03-2021
-0.1,RT Vinisha27738476 We are powered by science shaped by engineering driven by technology Be curious Stay insp,05-03-2021
0.0,Vamshiikrish TCS bitswgl TCSiON Keep going vamshi,05-03-2021
0.0,Mrprofessor7 TCS bitswgl TCSiON Thankyou,05-03-2021
0.0,Vamshiikrish TCS bitswgl TCSiON Congratulations bro,05-03-2021
0.0,FisheriesGoI pcsarangi girirajsinghbjp MPEDACOCHIN nfdbindia FDepar2 IndrayaniRiver TataPower tatatrusts,05-03-2021
0.5,When TCS amalgamated tcseserve why EPF was not amalgamated for every employees socialepfo its more than 3 yea,05-03-2021
0.0,Congratulations arushiesinha on making it to the GodrejPRmomentAdfactors3030 list for 2021,05-03-2021
0.5,RT businessline LampT was the top gainer in the Sensex pack rising around 2 per cent followed by ONGC NTPC HDFCBank IndusInd Bank,05-03-2021
0.5,LampT was the top gainer in the Sensex pack rising around 2 per cent followed by ONGC NTPC HDFCBank IndusInd B,05-03-2021
0.0,sidmariner89 SeafarerstaxOrg dgshipgoi TCS Infosys Its almost 2mnths still master chaker is downn Ministery is talking abt vision,05-03-2021
0.45,Dear respected proud indians i dont have any source in TCS thats way i directly request youtatacomm kramanuj,05-03-2021
0.0,sidmariner89 SeafarerstaxOrg dgshipgoi TCS Infosys Master checker under maintenance from last one month Don,05-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,05-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,05-03-2021
1.0,KathyBurstein StoupasTeresa melsgallagher TCS ToddLaVogue AndrewRuiz Its perfect,05-03-2021
0.0,StoupasTeresa lumarid melsgallagher TCS ToddLaVogue I just told AndrewRuiz on Facebook that the dinosaur co,05-03-2021
0.25,Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its s,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.0,The UnitedNYCHalf may be virtual this year but you can still immerse yourself in Times Square with this 360degre,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.8,Iam Happy to share that Im selected in TCS as Assistant system Engineer Thankyou Each and Everyone for supportin,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
-0.07500000000000001,taslimanasreen arghyac555 I am both disappointed of fellow Parsi who own and lead TataCompanies that they even c,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.0,RT BiIndia Tata Consultancy Services TCS CFO V Ramakrishnan explains how the role of a finance head has been changed by the pandem,05-03-2021
0.0,TCS OM NAMAH SHIVAY retweet for BHOLE NATH,05-03-2021
0.8,Great partners help WileyGlobal drive innovation and deliver great technology solutions Our partnership with,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.0,RT TCSResearch Congratulations to this years Winner and Honorable Mention recipient for the Indiaacm ACM India Doctoral Dissertation Aw,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
0.0,TCS can you provide me a phone number for Human Resources,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,05-03-2021
0.0,MoPNGeSeva HPCL Cyberdost MumbaiPolice PMOIndia ndtv DCPCCCDelhi Cyberpolicekmr FinMinIndia AmitShah,05-03-2021
0.0,TCS AICTEINDIA I am studying csbs,05-03-2021
0.0,How has the pandemic changed the way consumers interact with companies and how could Internet of Things devices he,05-03-2021
-0.6,As a result of the pandemic there has been an uptick in demand for artificial intelligence and Internet of Things,05-03-2021
0.0,RT TCSResearch Congratulations to this years Winner and Honorable Mention recipient for the Indiaacm ACM India Doctoral Dissertation Aw,05-03-2021
0.26666666666666666,At TCS we celebrate diversity everyday Great to see society as a whole is recognizing it,05-03-2021
0.05,Transforming from a publisher to a digital disruptor heres how TCS helped WileyGlobal to successfully complete,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.0,RT constellationr Did you see the updated ShortList for Innovation Services and Engineering by rwang0 Accentur,05-03-2021
0.0,RT DigitalImpactSq Thank you Sanjay Kimbahune Senior Scientist TCS for constant mentorship guiding our innovators to create compellin,05-03-2021
0.0,Did you see the updated ShortList for Innovation Services and Engineering by rwang0,05-03-2021
0.0,RT DigitalImpactSq Thank you Sanjay Kimbahune Senior Scientist TCS for constant mentorship guiding our innovators to create compellin,05-03-2021
0.0,Despite TCS being their IT partner atleast for hdfcsec website as mentioned on their website 2017 TCS,05-03-2021
0.3,Monster Day TCS What fun,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.0,Thank you Sanjay Kimbahune Senior Scientist TCS for constant mentorship guiding our innovators to create compel,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.06666666666666668,RT chandrarsrikant Its okay to feel guilty But the most important thing is that guilt should not last beyond a day Never feel guilty,05-03-2021
0.0,RT chandrarsrikant Featuring 4 of TCS SheroesShilpa Rao HeadOptumera amp Strategic Growth Initiatives Prabha Thomas VP and Chief R,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.3181818181818182,RT NiteshBhatnag02 Hello AllPresenting our new video on Indias Top 5 IT companiesRequest you to please wa,05-03-2021
0.14285714285714288,RT TCS In a world surrounded by labels women are not only challenging these beliefs but are also redefining capabilities every single da,05-03-2021
0.7,MedhajNewsApp ArvindKejriwal TCS SuperTataLopes TataSteelLtd tatapowerddl RNTata2000 DelhiHigh Good,05-03-2021
0.0,RT ResilienceFirst Last places remaining to our webinar on Decarbonisation in manufacturing where well be exploring the role tech dis,05-03-2021
0.8,BESTUofG UofGEngineering UofGlasgow IntuitiveItn RavinderSDahiya MSCActions ItzSHASHANK TCS Its a great p,05-03-2021
0.0,Last places remaining to our webinar on Decarbonisation in manufacturing where well be exploring the role tech,05-03-2021
-0.08333333333333333,TCS Hi TCS Raised Ticket on ultimatix to transfer my previous employer pf to tcs need pf money medical emerge,05-03-2021
0.15,TCS There is usually a distinct rampup in MampA activities during a crisis The pandemic could present opportunit,05-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,05-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,05-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,05-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,05-03-2021
1.0,RT TCS Our CIO AbhijitMazumder is going to be at the 10th Annual IDC IDG CIO Summit 2021 Join the discussion as he shares some best,05-03-2021
0.0,RT BiIndia Tata Consultancy Services TCS CFO V Ramakrishnan explains how the role of a finance head has been changed by the pandem,05-03-2021
0.0,Tata Consultancy Services TCS CFO V Ramakrishnan explains how the role of a finance head has been changed by,05-03-2021
0.0,RT sathishganesh Thank you chandrarsrikant Besides them I also admire DrRituAnand Chief Leadership and Diversity officer at TCS,05-03-2021
0.0,sathishganesh DrRituAnand TCS She couldnt make it Hope to speak to her soon,05-03-2021
0.0,Thank you chandrarsrikant Besides them I also admire DrRituAnand Chief Leadership and Diversity officer at,05-03-2021
0.5,RT moneycontrolcom While women entering the workforce has become easier whats still challenging is for women to stay there chandra,05-03-2021
0.15833333333333333,Most rich people in India must contribute as wealth tax to uplift poor deprived off deserved children Become,05-03-2021
0.5,While women entering the workforce has become easier whats still challenging is for women to stay there,05-03-2021
-0.05,TCS ION digital conduct some exam in their TCS gitobian center I am student and i am a participant of competiti,05-03-2021
0.5,chandrarsrikant TCS TataCompanies Inspiring insights Thank you for highlighting these achievers,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.45,Dear respected proud indians i dont have any source in TCS thats way i directly request youtatacomm kramanuj,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.0,Congratulations to this years Winner and Honorable Mention recipient for the Indiaacm ACM India Doctoral Disserta,05-03-2021
0.0,RT chandrarsrikant My partner is equally contributing to the things that we are doing Just before the pandemic I was traveling almost,05-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,05-03-2021
0.18,Its okay to feel guilty But the most important thing is that guilt should not last beyond a day Never feel guil,05-03-2021
0.0,My partner is equally contributing to the things that we are doing Just before the pandemic I was traveling almo,05-03-2021
-0.1875,I have traveled abroad with my little son and I just took my mother along Once I took my motherinlaw along You,05-03-2021
0.0,There are things you have to accept that maybe you have to outsource some of your work on the personal side and th,05-03-2021
0.0,Featuring 4 of TCS SheroesShilpa Rao HeadOptumera amp Strategic Growth Initiatives Prabha Thomas VP and Chie,05-03-2021
0.5,While it has become easier for women to enter the workforce what remains challenging is staying there But these 4,05-03-2021
0.0,RT SaibalChDutta SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum CPVIndia,05-03-2021
0.0,RT NavitaSrikant SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum CPVIndia TC,05-03-2021
0.0,RT JournoNimish SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum CPVIndia TC,05-03-2021
0.0,RT AjayKushwaha SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum CPVIndia TC,05-03-2021
0.0,Anyone knows whats the starting salary of technical services entry level Engineers in s,05-03-2021
0.5,While women entering the workforce has become easier whats still challenging is for women to stay there TCS in,05-03-2021
0.7,SarthakEducati2 AdaniOnline CapgeminiIndia NSDCINDIA TCS ICICIBank PiramalGroup GiveIndia Good,05-03-2021
0.0,RT shayshik The MicroFocusUniverse APJ agenda has 5 different track sessions from which you can choose Build your agenda now and be su,05-03-2021
0.0,The MicroFocusUniverse APJ agenda has 5 different track sessions from which you can choose Build your agenda now,05-03-2021
0.0,RT TCS Siva Ganesan Global Head Microsoft Business Unit TCS amp Takuya Hirano VP Global Alliances amp Systems Integrators Partners Mic,05-03-2021
0.0,RT zinier Tomorrow VR AR AI which technologies will the hybrid field service workforce leverage in the future Our Innovation on the,05-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,05-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,05-03-2021
0.2,ThahdheelT TCS somen2u Thanks Sir,05-03-2021
0.0,RT musafirbala Compassionate innovation has been a founding principle of TCS Foundations DigitalImpactSq empoweringwomen amp youth to,05-03-2021
0.0,RT HaleChris Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy,05-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,05-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,05-03-2021
0.25,After All Men will be Men whether commen men or Tata wether Married or even bachelor anandmahindra,05-03-2021
0.0,abhipathak TCS Yeah I have scored 1612 in nqt and 3560 in programming Is there any chance to get an interview call,05-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,05-03-2021
0.0,RT musafirbala Compassionate innovation has been a founding principle of TCS Foundations DigitalImpactSq empoweringwomen amp youth to,05-03-2021
0.0,We Shall higly obliged to youThanks a lotRRBKOLKATA chennairrb rrbsecunderabad PiyushGoyal,05-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,05-03-2021
0.0,RT Seraphimllp The pandemic its resultant flexibility amp remoteworking has given impetus to companies to boost gender diversity Lea,05-03-2021
0.0,Compassionate innovation has been a founding principle of TCS Foundations DigitalImpactSq empoweringwomen amp y,05-03-2021
0.0,RT HaleChris Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy,05-03-2021
0.0,RT nyrr Get a sneak peek at the Virtual UnitedNYCHalf Try it on with our official event app powered by TCS Features include,05-03-2021
0.8,Great story of efficiency passportsevamea DrSJaishankar MOSMEA MEAIndia TCS PeopleTCS,05-03-2021
-0.4047619047619048,RT falgunij Working for TCS i believed that investing in TataMotors would be the right thing to do but it has failed miserably on our,05-03-2021
-0.1875,reliancegroup gautamadani TataSteelLtd TataMotors InfyFoundation TCS Please help my little angel,05-03-2021
0.0,Tomorrow VR AR AI which technologies will the hybrid field service workforce leverage in the future Our Innov,05-03-2021
0.0,Get a sneak peek at the Virtual UnitedNYCHalf Try it on with our official event app powered by TCS Feat,05-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,05-03-2021
-0.5,redcolleen17 TataCompanies TCS RNTata2000 tatatrusts TataMotors Fake see my twit posted before on this,05-03-2021
0.0,The MicroFocusUniverse APJ agenda has 5 different track sessions from which you can choose Build your agenda now,05-03-2021
0.4,TataCompanies harshadde TCS RNTata2000 tatatrusts TataMotors Sir I wanna know is dis a genuine offer letter,05-03-2021
0.0,RT HaleChris Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy,05-03-2021
0.0,RT HaleChris Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy,05-03-2021
0.0,Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy TCSDigitalTech,05-03-2021
0.0,CORRECTION Head of TMT Sales TCS prisethi on coopetition in the tech industry Companies have started reali,05-03-2021
0.0,RT EndersAnalysis Head of TMT Sales TCS Priyaka Sethi on coopetition in the tech industry Companies have started realising that th,05-03-2021
0.0,RT EndersAnalysis The Tech panel at mediatelco2021 has started tackling the increasing convergence of media and technology and the imp,05-03-2021
0.0,RajivKumar1 OECD NITIAayog narendramodi nsui BJP4WBengal DilipGhoshBJP AICTEINDIA RBI DasShaktikanta,05-03-2021
